Maximum no of self consistency iterations = 20000.
Convergence error targetted = 1e-05
Iter       Error_OP             mu             E_CL        E_Quantum
0               19.044953624969              15.1275534326033                 414.33551694471               -644.286519639439
1              9.43262106672362              14.7154788267252               -137.802343105175               -364.108454037083
2              5.60105808875751              16.0400070516805               -417.795925320253               -249.742226448194
3              3.42411518417626              14.3952031019369               -323.167020732951               -246.303259325071
4              2.21275336905966              14.8977044291703               -377.597012627114               -208.227735092854
5               2.8135700333618              15.7287164665368               -364.887727443462                -276.65783563402
6              2.06823090899915              15.1959530097288               -319.723168885134               -288.284139107106
7              2.59642266124866              15.5413240619269               -321.656698176558               -308.940229778498
8              1.66527041915781              15.4555250304412                -306.53314172745               -324.336127210963
9              3.87093094697272              16.2618803446036               -263.296410825221               -429.244266945644
10              1.34248434527614              15.8038246642577                -297.63814742655               -355.716767044061
11              1.10001913109113              15.9436391440569               -296.343540823888               -365.288819586699
12              2.60436844948231              16.1086427707268               -311.510523895631               -364.721174056238
13              1.59963857765602              16.0761860251452               -312.736173274285               -357.959846406182
14               1.6862015044124              16.2079089864234               -312.656258973899               -368.945605376271
15              1.87737808743693              16.2784201811238               -303.141004535318               -384.541931945482
16               1.9145382264695              16.3662929774481               -298.033616719747                -394.82303059404
17              1.33634299503578              16.3882632142576               -309.166910135343               -385.231022426234
18              1.68753523076511              16.7322057451065               -318.128016449196               -398.246186468651
19             0.970854709282006              16.4913403514452               -319.341939804385               -381.430795660322
20              1.75329761324542              16.4126747334211               -325.892674124707                -370.69526025848
21              3.32318693510957              16.8676104522429               -362.838824911843               -378.123528031439
22              2.04275696454738              17.1538280241102               -380.317465317272               -366.075120670995
23              1.18652587658417              16.9880780653932               -368.310617338114               -366.366111044907
24             0.706194770022956              17.1723265634918               -350.784322500105               -395.442830433792
25              1.71822637131238              16.8562658961327               -330.275382553868               -394.867583179879
26              1.64637283645222              16.5403573349738               -340.439460744073               -365.672080935114
27              2.22014796484536              16.2912813439767               -363.427016425535               -335.542209613469
28              9.05473473588824              16.0225541734468               -345.205190451629               -404.552450788765
29              2.15655193981255              16.2203282593957               -344.269433238347               -351.445028549494
30              2.84479358315198              16.2991228899086               -294.545193036878               -406.284204663265
31              6.02729389152571              14.7461455773866               -75.2316122512052               -513.009974244808
32              3.78203392198749              16.2052720442422               -276.370972300535               -399.914905070027
33              6.98886376903238              17.3795441144645               -82.3653921852778               -658.345740149778
34              2.22169419385264              16.6483866123209               -283.936085033302               -430.870928091107
35              2.91683104905252              16.4037561497692               -241.184267926462               -453.067295736432
36              1.81650971151516              16.9655331938439               -296.928590333953               -435.517954783779
37              2.31681120025546               16.756340583993               -293.965573659992               -426.505700147905
38              3.16401577473054              16.0248233751489               -312.832659378546               -363.976206716328
39              1.14795743375321              16.9766761165433               -316.184470426369               -416.180036961068
40               1.6527888016763              16.8255032085179               -312.784916151792               -411.100314955281
41              1.85159549713606              16.7086637643662               -335.096358919459               -383.432823913293
42             0.968997287413616              17.0999233702477               -334.681038624407               -406.553222888339
43              1.75535600839322              16.9224538284612               -335.198527778073               -394.929285683618
44              2.02687815956771              16.5640245920427               -326.071792911977               -382.736864576675
45              1.57035985007413              16.8483563179334               -334.518479478997                -390.50075958069
46              2.16229529193391              16.5906473835072               -359.559289959887               -351.408760104724
47              1.66309542461559              16.8064078073725               -352.926885068726               -370.799200126279
48              1.07205847251147               16.934386759177               -352.882966957542               -377.880662124368
49               1.8191756281544              16.4238730527997               -346.713102311995               -352.360199031626
50             0.870707633189015              17.0836906560153               -352.736756156379               -387.606316494249
51             0.776467199560957              17.0036335215842               -353.355775378022               -381.830235475593
52              1.52877816632603              16.6913191250452               -346.403969556778               -369.226623995884
53              1.31365460219068               16.854334829358               -350.124819389522               -375.794144368905
54             0.683576383977309              16.9330812795516               -349.121456898368               -381.700313355607
55             0.618957906498639              16.9202313058343               -346.296957949529               -383.713893102065
56              2.54182590254437              16.6063009226846               -305.722559174667               -403.842598388773
57              1.36770478496996              16.8402429293617               -336.687934415176               -388.278672599234
58             0.808220596550135              17.0527854810367               -355.779352771813               -382.681709761965
59              0.64817251483156              17.0204507952246               -347.285010856422                -389.09681970158
60              2.31288044637814              16.6558632715801               -317.277649839636               -395.770299833684
61             0.523957815577509              16.9366755627126               -340.808835212945               -390.214182963606
62              1.48736088344914              16.8562333819519               -336.267255283911               -389.649862391469
63              1.62853348220581              16.8804185561196               -338.423648237445               -389.004981692335
64             0.676761294576468              17.0506249534477               -346.405555367959               -391.983609361625
65              1.11158580818658              16.9343613114533               -343.196459052107               -387.871182523095
66              1.01772934589736              16.9214221976405               -344.018214539017               -386.265788489603
67             0.887306494858416               16.860597816607               -349.023064307777               -377.503304116709
68             0.839876268969338              16.8752327836958                -356.91530784524               -370.517534637786
69             0.877587423831936              16.9011576824935               -362.594518064446               -366.464612838501
70             0.819082174019392              16.9264559511065               -361.161195637885               -369.586397337031
71             0.785464701785791               16.975999973492                 -362.5636494164               -371.325935169729
72             0.717102888681569              17.1132434895322               -366.619082582819               -375.816057471618
